id;closed
44864;1
44865;1
44866;1
44867;1
44868;1
44869;1
44870;1
44871;1
44872;1
44873;1
44874;1
44875;1
44876;1
44877;1
44878;1
44879;1
44880;1
44881;1
44882;1
44883;1
44884;1
44885;1
44886;1
44887;1
44888;1
44889;1
44890;1
44891;1
44892;1
44893;1
44894;1
44895;1
44896;1
44897;1
44898;1
44899;1
44900;1
44901;1
44902;1
44903;1
44904;1
44905;1
44906;1
44907;1
44908;1
44909;1
44910;1
44911;1
44912;1
44913;1
44914;1
44915;1
44916;1
44917;1
44918;1
44919;1
44920;1
44921;1
44922;1
44923;1
44924;1
44925;1
44926;1
44927;1
44928;1
44929;1
44930;1
44931;1
44932;1
44933;1
44934;1
44935;1
44936;1
44937;1
44938;1
44939;1
44940;1
44941;1
44942;1
44943;1
44944;1
44945;1
44946;1
44947;1
44948;1
44949;1
44950;1
44951;1
44952;1
44953;1
44954;1
44955;1
44956;1
44957;1
44958;1
44959;1
44960;1
44961;1
44962;1
44963;1
44964;1
44965;1
44966;1
44967;1
44968;1
44969;1
44970;1
44971;1
44972;1
44973;1
44974;1
44975;1
44976;1
44977;1
44978;1
44979;1
44980;1
44981;1
44982;1
44983;1
44984;1
44985;1
44986;1
44987;1
44988;1
44989;1
44990;1
44991;1
44992;1
44993;1
44994;1
44995;1
44996;1
44997;1
44998;1
44999;1
45000;1
45001;1
45002;1
45003;1
45004;1
45005;1
45006;1
45007;1
45008;1
45009;1
45010;1
45011;1
45012;1
45013;1
45014;1
45015;1
45016;1
45017;1
45018;1
45019;1
45020;1
45021;1
45022;1
45023;1
45024;1
45025;1
45026;1
45027;1
45028;1
45029;1
45030;1
45031;1
45032;1
45033;1
45034;1
45035;1
45036;1
45037;1
45038;1
45039;1
45040;1
45041;1
45042;1
45043;1
45044;1
45045;1
45046;1
45047;1
45048;1
45049;1
45050;1
45051;1
45052;1
45053;1
45054;1
45055;1
45056;1
45057;1
45058;1
45059;1
45060;1
45061;1
45062;1
45063;1
45064;1
45065;1
45066;1
45067;1
45068;1
45069;1
45070;1
45071;1
45072;1
45073;1
45074;1
45075;1
45076;1
45077;1
45078;1
45079;1
45080;1
45081;1
45082;1
45083;1
45084;1
45085;1
45086;1
45087;1
45088;1
45089;1
45090;1
45091;1
45092;1
45093;1
45094;1
45095;1
45096;1
45097;1
45098;1
45099;1
45100;1
45101;1
45102;1
45103;1
45104;1
45105;1
45106;1
45107;1
45108;1
45109;1
45110;1
45111;1
45112;1
45113;1
45114;1
45115;1
45116;1
45117;1
45118;1
45119;1
45120;1
45121;1
45122;1
45123;1
45124;1
45125;1
45126;1
45127;1
45128;1
45129;1
45130;1
45131;1
45132;1
45133;1
45134;1
45135;1
45136;1
45137;1
45138;1
45139;1
45140;1
45141;1
45142;1
45143;1
45144;1
45145;1
45146;1
45147;1
45148;1
45149;1
45150;1
45151;1
45152;1
45153;1
45154;1
45155;1
45156;1
45157;1
45158;1
45159;1
45160;1
45161;1
45162;1
45163;1
45164;1
45165;1
45166;1
45167;1
45168;1
45169;1
45170;1
45171;1
45172;1
45173;1
45174;1
45175;1
45176;1
45177;1
45178;1
45179;1
45180;1
45181;1
45182;1
45183;1
45184;1
45185;1
45186;1
45187;1
45188;1
45189;1
45190;1
45191;1
45192;1
45193;1
45194;1
45195;1
45196;1
45197;1
45198;1
45199;1
45200;1
45201;1
45202;1
45203;1
45204;1
45205;1
45206;1
45207;1
45208;1
45209;1
45210;1
45211;1
45212;1
45213;1
45214;1
45215;1
45216;1
45217;1
45218;1
45219;1
45220;1
45221;1
45222;1
45223;1
45224;1
45225;1
45226;1
45227;1
45228;1
45229;1
45230;1
45231;1
45232;1
45233;1
45234;1
45235;1
45236;1
45237;1
45238;1
45239;1
45240;1
45241;1
45242;1
45243;1
45244;1
45245;1
45246;1
45247;1
45248;1
45249;1
45250;1
45251;1
45252;1
45253;1
45254;1
45255;1
45256;1
45257;1
45258;1
45259;1
45260;1
45261;1
45262;1
45263;1
45264;1
45265;1
45266;1
45267;1
45268;1
45269;1
45270;1
45271;1
45272;1
45273;1
45274;1
45275;1
45276;1
45277;1
45278;1
45279;1
45280;1
45281;1
45282;1
45283;1
45284;1
45285;1
45286;1
45287;1
45288;1
45289;1
45290;1
45291;1
45292;1
45293;1
45294;1
45295;1
45296;1
45297;1
45298;1
45299;1
45300;1
45301;1
45302;1
45303;1
45304;1
45305;1
45306;1
45307;1
45308;1
45309;1
45310;1
45311;1
45312;1
45313;1
45314;1
45315;1
45316;1
45317;1
45318;1
45319;1
45320;1
45321;1
45322;1
45323;1
45324;1
45325;1
45326;1
45327;1
45328;1
45329;1
45330;1
45331;1
45332;1
45333;1
45334;1
45335;1
45336;1
45337;1
45338;1
45339;1
45340;1
45341;1
45342;1
45343;1
45344;1
45345;1
45346;1
45347;1
45348;1
45349;1
45350;1
45351;1
45352;1
45353;1
45354;1
45355;1
45356;1
45357;1
45358;1
45359;1
45360;1
45361;1
45362;1
45363;1
45364;1
45365;1
45366;1
45367;1
45368;1
45369;1
45370;1
45371;1
45372;1
45373;1
45374;1
45375;1
45376;1
45377;1
45378;1
45379;1
45380;1
45381;1
45382;1
45383;1
45384;1
45385;1
45386;1
45387;1
45388;1
45389;1
45390;1
45391;1
45392;1
45393;1
45394;1
45395;1
45396;1
45397;1
45398;1
45399;1
45400;1
45401;1
45402;1
45403;1
45404;1
45405;1
45406;1
45407;1
45408;1
45409;1
45410;1
45411;1
45412;1
45413;1
45414;1
45415;1
45416;1
45417;1
45418;1
45419;1
45420;1
45421;1
45422;1
45423;1
45424;1
45425;1
45426;1
45427;1
45428;1
45429;1
45430;1
45431;1
45432;1
45433;1
45434;1
45435;1
45436;1
45437;1
45438;1
45439;1
45440;1
45441;1
45442;1
45443;1
45444;1
45445;1
45446;1
45447;1
45448;1
45449;1
45450;1
45451;1
45452;1
45453;1
45454;1
45455;1
45456;1
45457;1
45458;1
45459;1
45460;1
45461;1
45462;1
45463;1
45464;1
45465;1
45466;1
45467;1
45468;1
45469;1
45470;1
45471;1
45472;1
45473;1
45474;1
45475;1
45476;1
45477;1
45478;1
45479;1
45480;1
45481;1
45482;1
45483;1
45484;1
45485;1
45486;1
45487;1
45488;1
45489;1
45490;1
45491;1
45492;1
45493;1
45494;1
45495;1
45496;1
45497;1
45498;1
45499;1
45500;1
45501;1
45502;1
45503;1
45504;1
45505;1
45506;1
45507;1
45508;1
45509;1
45510;1
45511;1
45512;1
45513;1
45514;1
45515;1
45516;1
45517;1
45518;1
45519;1
45520;1
45521;1
45522;1
45523;1
45524;1
45525;1
45526;1
45527;1
45528;1
45529;1
45530;1
45531;1
45532;1
45533;1
45534;1
45535;1
45536;1
45537;1
45538;1
45539;1
45540;1
45541;1
45542;1
45543;1
45544;1
45545;1
45546;1
45547;1
45548;1
45549;1
45550;1
45551;1
45552;1
45553;1
45554;1
45555;1
45556;1
45557;1
45558;1
45559;1
45560;1
45561;1
45562;1
45563;1
45564;1
45565;1
45566;1
45567;1
45568;1
45569;1
45570;1
45571;1
45572;1
45573;1
45574;1
45575;1
45576;1
45577;1
45578;1
45579;1
45580;1
45581;1
45582;1
45583;1
45584;1
45585;1
45586;1
45587;1
45588;1
45589;1
45590;1
45591;1
45592;1
45593;1
45594;1
45595;1
45596;1
45597;1
45598;1
45599;1
45600;1
45601;1
45602;1
45603;1
45604;1
45605;1
45606;1
45607;1
45608;1
45609;1
45610;1
45611;1
45612;1
45613;1
45614;1
45615;1
45616;1
45617;1
45618;1
45619;1
45620;1
45621;1
45622;1
45623;1
45624;1
45625;1
45626;1
45627;1
45628;1
45629;1
45630;1
45631;1
45632;1
45633;1
45634;1
45635;1
45636;1
45637;1
45638;1
45639;1
45640;1
45641;1
45642;1
45643;1
45644;1
45645;1
45646;1
45647;1
45648;1
45649;1
45650;1
45651;1
45652;1
45653;1
45654;1
45655;1
45656;1
45657;1
45658;1
45659;1
45660;1
45661;1
45662;1
45663;1
45664;1
45665;1
45666;1
45667;1
45668;1
45669;1
45670;1
45671;1
45672;1
45673;1
45674;1
45675;1
45676;1
45677;1
45678;1
45679;1
45680;1
45681;1
45682;1
45683;1
45684;1
45685;1
45686;1
45687;1
45688;1
45689;1
45690;1
45691;1
45692;1
45693;1
45694;1
45695;1
45696;1
45697;1
45698;1
45699;1
45700;1
45701;1
45702;1
45703;1
45704;1
45705;1
45706;1
45707;1
45708;1
45709;1
45710;1
45711;1
45712;1
45713;1
45714;1
45715;1
45716;1
45717;1
45718;1
45719;1
45720;1
45721;1
45722;1
45723;1
45724;1
45725;1
45726;1
45727;1
45728;1
45729;1
45730;1
45731;1
45732;1
45733;1
45734;1
45735;1
45736;1
45737;1
45738;1
45739;1
45740;1
45741;1
45742;1
45743;1
45744;1
45745;1
45746;1
45747;1
45748;1
45749;1
45750;1
45751;1
45752;1
45753;1
45754;1
45755;1
45756;1
45757;1
45758;1
45759;1
45760;1
45761;1
45762;1
45763;1
45764;1
45765;1
45766;1
45767;1
45768;1
45769;1
45770;1
45771;1
45772;1
45773;1
45774;1
45775;1
45776;1
45777;1
45778;1
45779;1
45780;1
45781;1
45782;1
45783;1
45784;1
45785;1
45786;1
45787;1
45788;1
45789;1
45790;1
45791;1
45792;1
45793;1
45794;1
45795;1
45796;1
45797;1
45798;1
45799;1
45800;1
45801;1
45802;1
45803;1
45804;1
45805;1
45806;1
45807;1
45808;1
45809;1
45810;1
45811;1
45812;1
45813;1
45814;1
45815;1
45816;1
45817;1
45818;1
45819;1
45820;1
45821;1
45822;1
45823;1
45824;1
45825;1
45826;1
45827;1
45828;1
45829;1
45830;1
45831;1
45832;1
45833;1
45834;1
45835;1
45836;1
45837;1
45838;1
45839;1
45840;1
45841;1
45842;1
45843;1
45844;1
45845;1
45846;1
45847;1
45848;1
45849;1
45850;1
45851;1
45852;1
45853;1
45854;1
45855;1
45856;1
45857;1
45858;1
45859;1
45860;1
45861;1
45862;1
45863;1
45864;1
45865;1
45866;1
45867;1
45868;1
45869;1
45870;1
45871;1
45872;1
45873;1
45874;1
45875;1
45876;1
45877;1
45878;1
45879;1
45880;1
45881;1
45882;1
45883;1
45884;1
45885;1
45886;1
45887;1
45888;1
45889;1
45890;1
45891;1
45892;1
45893;1
45894;1
45895;1
45896;1
45897;1
45898;1
45899;1
45900;1
45901;1
45902;1
45903;1
45904;1
45905;1
45906;1
45907;1
45908;1
45909;1
45910;1
45911;1
45912;1
45913;1
45914;1
45915;1
45916;1
45917;1
45918;1
45919;1
45920;1
45921;1
45922;1
45923;1
45924;1
45925;1
45926;1
45927;1
45928;1
45929;1
45930;1
45931;1
45932;1
45933;1
45934;1
45935;1
45936;1
45937;1
45938;1
45939;1
45940;1
45941;1
45942;1
45943;1
45944;1
45945;1
45946;1
45947;1
45948;1
45949;1
45950;1
45951;1
45952;1
45953;1
45954;1
45955;1
45956;1
45957;1
45958;1
45959;1
45960;1
45961;1
45962;1
45963;1
45964;1
45965;1
45966;1
45967;1
45968;1
45969;1
45970;1
45971;1
45972;1
45973;1
45974;1
45975;1
45976;1
45977;1
45978;1
45979;1
45980;1
45981;1
45982;1
45983;1
45984;1
45985;1
45986;1
45987;1
45988;1
45989;1
45990;1
45991;1
45992;1
45993;1
45994;1
45995;1
45996;1
45997;1
45998;1
45999;1
46000;1
46001;1
46002;1
46003;1
46004;1
46005;1
46006;1
46007;1
46008;1
46009;1
46010;1
46011;1
46012;1
46013;1
46014;1
46015;1
46016;1
46017;1
46018;1
46019;1
46020;1
46021;1
46022;1
46023;1
46024;1
46025;1
46026;1
46027;1
46028;1
46029;1
46030;1
46031;1
46032;1
46033;1
46034;1
46035;1
46036;1
46037;1
46038;1
46039;1
46040;1
46041;1
46042;1
46043;1
46044;1
46045;1
46046;1
46047;1
46048;1
46049;1
46050;1
46051;1
46052;1
46053;1
46054;1
46055;1
46056;1
46057;1
46058;1
46059;1
46060;1
46061;1
46062;1
46063;1
46064;1
46065;1
46066;1
46067;1
46068;1
46069;1
46070;1
46071;1
46072;1
46073;1
46074;1
46075;1
46076;1
46077;1
46078;1
46079;1
46080;1
46081;1
46082;1
46083;1
46084;1
46085;1
46086;1
46087;1
46088;1
46089;1
46090;1
46091;1
46092;1
46093;1
46094;1
46095;1
46096;1
46097;1
46098;1
46099;1
46100;1
46101;1
46102;1
46103;1
46104;1
46105;1
46106;1
46107;1
46108;1
46109;1
46110;1
46111;1
46112;1
46113;1
46114;1
46115;1
46116;1
46117;1
46118;1
46119;1
46120;1
46121;1
46122;1
46123;1
46124;1
46125;1
46126;1
46127;1
46128;1
46129;1
46130;1
46131;1
46132;1
46133;1
46134;1
46135;1
46136;1
46137;1
46138;1
46139;1
46140;1
46141;1
46142;1
46143;1
46144;1
46145;1
46146;1
46147;1
46148;1
46149;1
46150;1
46151;1
46152;1
46153;1
46154;1
46155;1
46156;1
46157;1
46158;1
46159;1
46160;1
46161;1
46162;1
46163;1
46164;1
46165;1
46166;1
46167;1
46168;1
46169;1
46170;1
46171;1
46172;1
46173;1
46174;1
46175;1
46176;1
46177;1
46178;1
46179;1
46180;1
46181;1
46182;1
46183;1
46184;1
46185;1
46186;1
46187;1
46188;1
46189;1
46190;1
46191;1
46192;1
46193;1
46194;1
46195;1
46196;1
46197;1
46198;1
46199;1
46200;1
46201;1
46202;1
46203;1
46204;1
46205;1
46206;1
46207;1
46208;1
46209;1
46210;1
46211;1
46212;1
46213;1
46214;1
46215;1
46216;1
46217;1
46218;1
46219;1
46220;1
46221;1
46222;1
46223;1
46224;1
46225;1
46226;1
46227;1
46228;1
46229;1
46230;1
46231;1
46232;1
46233;1
46234;1
46235;1
46236;1
46237;1
46238;1
46239;1
46240;1
46241;1
46242;1
46243;1
46244;1
46245;1
46246;1
46247;1
46248;1
46249;1
46250;1
46251;1
46252;1
46253;1
46254;1
46255;1
46256;1
46257;1
46258;1
46259;1
46260;1
46261;1
46262;1
46263;1
46264;1
46265;1
46266;1
46267;1
46268;1
46269;1
46270;1
46271;1
46272;1
46273;1
46274;1
46275;1
46276;1
46277;1
46278;1
46279;1
46280;1
46281;1
46282;1
46283;1
46284;1
46285;1
